date,type,nb_objets
2020-09-30 00:00:00+00:00,Instruments de musique,66
2020-09-30 00:00:00+00:00,"Livres, articles de papéterie",264
2020-09-30 00:00:00+00:00,Optique,954
2020-09-30 00:00:00+00:00,Parapluies,64
2020-09-30 00:00:00+00:00,Pièces d'identités et papiers personnels,1174
2020-09-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",2201
2020-09-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",388
2020-09-30 00:00:00+00:00,"Vêtements, chaussures",2129
2020-12-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",1759
2020-12-31 00:00:00+00:00,"Articles d'enfants, de puériculture",96
2020-12-31 00:00:00+00:00,"Articles de sport, loisirs, camping",96
2020-12-31 00:00:00+00:00,Articles médicaux,54
2020-12-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",3943
2020-12-31 00:00:00+00:00,"Bijoux, montres",74
2020-12-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",440
2020-12-31 00:00:00+00:00,Divers,258
2020-12-31 00:00:00+00:00,Instruments de musique,56
2020-12-31 00:00:00+00:00,"Livres, articles de papéterie",159
2020-12-31 00:00:00+00:00,Optique,498
2020-12-31 00:00:00+00:00,Parapluies,130
2020-12-31 00:00:00+00:00,Pièces d'identités et papiers personnels,820
2020-12-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",1391
2020-12-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",244
2020-12-31 00:00:00+00:00,"Vêtements, chaussures",972
2021-03-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2041
2021-03-31 00:00:00+00:00,"Articles d'enfants, de puériculture",116
2021-03-31 00:00:00+00:00,"Articles de sport, loisirs, camping",124
2021-03-31 00:00:00+00:00,Articles médicaux,53
2021-03-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",4292
2021-03-31 00:00:00+00:00,"Bijoux, montres",89
2021-03-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",497
2021-03-31 00:00:00+00:00,Divers,255
2021-03-31 00:00:00+00:00,Instruments de musique,28
2021-03-31 00:00:00+00:00,"Livres, articles de papéterie",196
2021-03-31 00:00:00+00:00,Optique,595
2021-03-31 00:00:00+00:00,Parapluies,106
2021-03-31 00:00:00+00:00,Pièces d'identités et papiers personnels,766
2021-03-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",1459
2021-03-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",226
2021-03-31 00:00:00+00:00,"Vêtements, chaussures",905
2021-06-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2198
2021-06-30 00:00:00+00:00,"Articles d'enfants, de puériculture",111
2021-06-30 00:00:00+00:00,"Articles de sport, loisirs, camping",132
2021-06-30 00:00:00+00:00,Articles médicaux,70
2021-06-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",4136
2021-06-30 00:00:00+00:00,"Bijoux, montres",104
2021-06-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",515
2021-06-30 00:00:00+00:00,Divers,298
2021-06-30 00:00:00+00:00,Instruments de musique,46
2021-06-30 00:00:00+00:00,"Livres, articles de papéterie",226
2021-06-30 00:00:00+00:00,Optique,665
2021-06-30 00:00:00+00:00,Parapluies,92
2021-06-30 00:00:00+00:00,Pièces d'identités et papiers personnels,853
2021-06-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",1666
2021-06-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",382
2021-06-30 00:00:00+00:00,"Vêtements, chaussures",1372
2021-09-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",2851
2021-09-30 00:00:00+00:00,"Articles d'enfants, de puériculture",228
