uic_code,obj_2016_01,obj_2016_02,obj_2016_03,obj_2016_04,obj_2016_05,obj_2016_06,obj_2016_07,obj_2016_08,obj_2016_09,obj_2016_10,obj_2016_11,obj_2016_12,obj_2017_01,obj_2017_02,obj_2017_03,obj_2017_04,obj_2017_05,obj_2017_06,obj_2017_07,obj_2017_08,obj_2017_09,obj_2017_10,obj_2017_11,obj_2017_12,obj_2018_01,obj_2018_02,obj_2018_03,obj_2018_04,obj_2018_05,obj_2018_06,obj_2018_07,obj_2018_08,obj_2018_09,obj_2018_10,obj_2018_11,obj_2018_12,obj_2019_01,obj_2019_02,obj_2019_03,obj_2019_04,obj_2019_05,obj_2019_06,obj_2019_07,obj_2019_08,obj_2019_09,obj_2019_10,obj_2019_11,obj_2019_12,obj_2020_01,obj_2020_02,obj_2020_03,obj_2020_04,obj_2020_05,obj_2020_06,obj_2020_07,obj_2020_08,obj_2020_09,obj_2020_10,obj_2020_11,obj_2020_12,obj_2021_01,obj_2021_02,obj_2021_03,obj_2021_04,obj_2021_05,obj_2021_06,obj_2021_07,obj_2021_08,obj_2021_09,obj_2021_10,obj_2021_11,obj_2021_12,departement_libellemin,gare_regionsncf_libelle,gare_alias_libelle_noncontraint,adresse_cp,code_gare,lat,long,id_gare,code_postal,nom_gare,region,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12
0087447110,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manche,Normandie,Coutances,50200,01787,49.042928,-1.441726,0087447110,50200,Coutances,50,31719,31719,31719,31719,31719,31719,31719,31719,31719,31719,31719,31719,32498,32498,32498,32498,32498,32498,32498,32498,32498,32498,32498,32498,27317,24600,27299,24162,24508,25585,26990,26360,25849,25808,27314,25812,26731,23992,26580,25137,26618,26312,27705,24603,25481,25618,23867,10418,11473,14047,8655,0,4217,9124,13602,13759,13974,9564,3332,10379,18576,16277,17040,18466,19073,19788,22387,22649,21112,21691,20722,23043
0087447680,7.0,4.0,8.0,0.0,8.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,11.0,3.0,10.0,8.0,2.0,8.0,2.0,5.0,6.0,4.0,9.0,20.0,13.0,17.0,15.0,18.0,6.0,17.0,17.0,12.0,10.0,14.0,17.0,14.0,18.0,16.0,19.0,14.0,19.0,3.0,4.0,19.0,8.0,0.0,4.0,9.0,11.0,15.0,11.0,10.0,4.0,8.0,9.0,7.0,6.0,16.0,12.0,11.0,16.0,12.0,12.0,18.0,13.0,16.0,Manche,Normandie,Granville,50400,01780,48.838456,-1.587757,0087447680,50400,Granville,50,49260,49260,49260,49260,49260,49260,49260,49260,49260,49260,49260,49260,50167,50167,50167,50167,50167,50167,50167,50167,50167,50167,50167,50167,48556,43726,48523,42947,43563,45477,47975,46854,45947,45874,48550,45881,56069,50323,55752,52726,55832,55189,58112,51604,53447,53735,50061,21852,24865,30445,18758,0,9141,19775,29479,29820,30286,20727,7222,22496,37105,32512,34036,36886,38098,39526,44717,45241,42171,43327,41392,46028
0087473207,18.0,5.0,4.0,3.0,4.0,3.0,5.0,18.0,10.0,4.0,5.0,6.0,10.0,6.0,2.0,0.0,7.0,5.0,1.0,11.0,8.0,6.0,8.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,7.0,14.0,1.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,Côtes-d'Armor,Bretagne,Guingamp,22200,01723,48.555659,-3.143343,0087473207,22200,Guingamp,22,109128,109128,109128,109128,109128,109128,109128,109128,109128,109128,109128,109128,119167,119167,119167,119167,119167,119167,119167,119167,119167,119167,119167,119167,119348,107477,119268,105562,107076,111780,117920,115166,112935,112756,119335,112775,120890,108502,120206,113682,120378,118993,125295,111264,115236,115858,107936,47114,56586,69285,42689,0,20802,45002,67087,67862,68922,47169,16436,51194,87241,76443,80027,86727,89576,92935,105139,106371,99154,101871,97321,108221
0087474007,127.0,166.0,152.0,141.0,114.0,158.0,184.0,211.0,147.0,179.0,112.0,203.0,128.0,148.0,129.0,179.0,117.0,158.0,209.0,230.0,140.0,154.0,166.0,140.0,142.0,145.0,193.0,100.0,97.0,83.0,236.0,175.0,171.0,168.0,167.0,168.0,125.0,146.0,175.0,201.0,172.0,168.0,222.0,177.0,151.0,145.0,139.0,42.0,101.0,150.0,79.0,0.0,54.0,111.0,137.0,153.0,133.0,151.0,48.0,109.0,81.0,62.0,94.0,80.0,91.0,117.0,216.0,158.0,134.0,148.0,158.0,179.0,Finistère,Bretagne,Brest,29211,01702,48.38811,-4.478903,0087474007,29211,Brest,29,305926,305926,305926,305926,305926,305926,305926,305926,305926,305926,305926,305926,320576,320576,320576,320576,320576,320576,320576,320576,320576,320576,320576,320576,322876,290761,322659,285581,289676,302402,319012,311561,305527,305042,322840,305093,336738,302230,334833,316660,335311,331452,349007,309923,320989,322720,300656,131235,142866,174926,107779,0,52519,113618,169377,171335,174011,119091,41497,129251,221113,193746,202829,219811,227030,235544,266476,269598,251306,258192,246661,274287
0087474338,14.0,2.0,13.0,4.0,4.0,5.0,8.0,12.0,9.0,4.0,9.0,1.0,2.0,2.0,12.0,10.0,6.0,4.0,5.0,4.0,7.0,5.0,7.0,6.0,10.0,13.0,6.0,3.0,3.0,2.0,2.0,6.0,2.0,7.0,1.0,4.0,1.0,6.0,6.0,7.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finistère,Bretagne,Morlaix,29600,01687,48.57797,-3.832514,0087474338,29600,Morlaix,29,105499,105499,105499,105499,105499,105499,105499,105499,105499,105499,105499,105499,111176,111176,111176,111176,111176,111176,111176,111176,111176,111176,111176,111176,105550,95051,105479,93358,94696,98856,104287,101851,99878,99720,105538,99736,106549,95631,105947,100196,106098,104877,110432,98065,101566,102114,95132,41525,46007,56331,34708,0,16912,36588,54544,55175,56036,38350,13363,41622,72273,63328,66297,71848,74208,76990,87101,88121,82142,84393,80624,89654
0087476002,18.0,12.0,14.0,9.0,12.0,2.0,35.0,21.0,21.0,8.0,8.0,8.0,6.0,14.0,5.0,13.0,13.0,22.0,31.0,31.0,11.0,13.0,17.0,24.0,17.0,26.0,7.0,2.0,4.0,6.0,18.0,13.0,3.0,9.0,4.0,1.0,4.0,3.0,2.0,6.0,0.0,18.0,14.0,14.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,0.0,0.0,6.0,5.0,5.0,2.0,5.0,2.0,12.0,12.0,5.0,6.0,7.0,4.0,Morbihan,Bretagne,Lorient Bretagne Sud,56100,01683,47.755597,-3.366221,0087476002,56100,Lorient Bretagne Sud,56,234011,234011,234011,234011,234011,234011,234011,234011,234011,234011,234011,234011,249496,249496,249496,249496,249496,249496,249496,249496,249496,249496,249496,249496,245329,220928,245164,216992,220103,229772,242394,236732,232147,231779,245302,231817,255374,229205,253930,240148,254293,251366,264679,235039,243431,244744,228010,99526,112829,138149,85118,0,41477,89730,133766,135312,137425,94052,32772,102076,176407,154573,161820,175368,181128,187920,212598,215089,200495,205989,196789,218830
0087476200,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,Morbihan,Bretagne,Auray,56400,01682,47.68022,-2.999995,0087476200,56400,Auray,56,149733,149733,149733,149733,149733,149733,149733,149733,149733,149733,149733,149733,155609,155609,155609,155609,155609,155609,155609,155609,155609,155609,155609,155609,147409,132747,147310,130382,132252,138062,145645,142243,139489,139267,147393,139290,152348,136736,151486,143264,151703,149957,157899,140216,145223,146006,136023,59374,68247,83562,51486,0,25088,54275,80911,81846,83125,56889,19823,61743,109000,95509,99987,108358,111917,116114,131363,132901,123884,127279,121594,135213
0087478404,1.0,2.0,1.0,6.0,6.0,6.0,2.0,2.0,6.0,2.0,5.0,8.0,1.0,2.0,2.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,1.0,6.0,3.0,5.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,5.0,3.0,2.0,0.0,2.0,4.0,5.0,0.0,Mayenne,Pays de la Loire,Laval,53000,01643,48.076206,-0.760907,0087478404,53000,Laval,53,243032,243032,243032,243032,243032,243032,243032,243032,243032,243032,243032,243032,256295,256295,256295,256295,256295,256295,256295,256295,256295,256295,256295,256295,260612,234690,260437,230509,233814,244086,257493,251479,246609,246217,260583,246258,245850,220656,244459,231191,244808,241991,254807,226273,234351,235616,219506,95814,94236,115383,71092,0,34642,74944,111723,113014,114779,78553,27372,85255,145573,127555,133535,144716,149468,155073,175438,177493,165451,169984,162392,180580
0087481002,127.0,134.0,107.0,121.0,158.0,176.0,379.0,354.0,344.0,249.0,272.0,299.0,227.0,224.0,266.0,267.0,262.0,298.0,279.0,284.0,223.0,279.0,261.0,306.0,258.0,241.0,220.0,198.0,202.0,245.0,263.0,400.0,245.0,299.0,265.0,276.0,239.0,259.0,228.0,303.0,263.0,229.0,329.0,299.0,266.0,236.0,195.0,140.0,143.0,205.0,114.0,1.0,11.0,105.0,160.0,147.0,187.0,161.0,73.0,123.0,69.0,83.0,117.0,93.0,99.0,132.0,161.0,115.0,118.0,188.0,137.0,136.0,Loire-Atlantique,Pays de la Loire,Nantes,44041,01634,47.216148,-1.542356,0087481002,44041,Nantes,44,2217534,2217534,2217534,2217534,2217534,2217534,2217534,2217534,2217534,2217534,2217534,2217534,2383937,2383937,2383937,2383937,2383937,2383937,2383937,2383937,2383937,2383937,2383937,2383937,2370525,2134742,2368932,2096711,2126775,2220206,2342161,2287451,2243152,2239593,2370259,2239965,2380600,2136646,2367134,2238658,2370515,2343234,2467339,2191033,2269261,2281503,2125513,927780,942923,1154525,711345,0,346625,749887,1117901,1130820,1148481,786005,273884,853064,1483107,1299542,1360465,1474375,1522796,1579900,1787378,1808315,1685624,1731813,1654467,1839769
0087481788,30.0,9.0,9.0,10.0,14.0,6.0,47.0,32.0,9.0,21.0,10.0,14.0,12.0,3.0,11.0,12.0,12.0,32.0,75.0,73.0,28.0,50.0,31.0,25.0,17.0,24.0,24.0,26.0,11.0,52.0,87.0,62.0,28.0,40.0,22.0,28.0,25.0,28.0,46.0,40.0,32.0,40.0,92.0,41.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Loire-Atlantique,Pays de la Loire,Le Croisic,44490,01592,47.289836,-2.507442,0087481788,44490,Le Croisic,44,19733,19733,19733,19733,19733,19733,19733,19733,19733,19733,19733,19733,21350,21350,21350,21350,21350,21350,21350,21350,21350,21350,21350,21350,19454,17519,19441,17207,17454,18221,19221,18772,18409,18380,19452,18383,19918,17876,19805,18730,19833,19605,20643,18331,18986,19088,17783,7762,8488,10393,6403,0,3120,6750,10063,10179,10338,7076,2465,7679,13786,12079,12646,13704,14154,14685,16614,16808,15668,16097,15378,17101
0087484006,32.0,35.0,27.0,59.0,92.0,72.0,75.0,51.0,89.0,77.0,79.0,71.0,86.0,63.0,72.0,54.0,82.0,54.0,83.0,82.0,92.0,89.0,77.0,76.0,72.0,54.0,51.0,57.0,47.0,73.0,65.0,52.0,72.0,50.0,51.0,50.0,48.0,42.0,29.0,49.0,55.0,43.0,42.0,43.0,54.0,36.0,36.0,8.0,40.0,60.0,26.0,0.0,8.0,20.0,50.0,37.0,39.0,47.0,21.0,50.0,41.0,31.0,47.0,24.0,45.0,69.0,58.0,41.0,54.0,65.0,62.0,65.0,Maine-et-Loire,Pays de la Loire,Angers Saint-Laud,49100,01586,47.464647,-0.55682,0087484006,49100,Angers Saint-Laud,49,1135549,1135549,1135549,1135549,1135549,1135549,1135549,1135549,1135549,1135549,1135549,1135549,1194563,1194563,1194563,1194563,1194563,1194563,1194563,1194563,1194563,1194563,1194563,1194563,1136484,1023444,1135720,1005211,1019624,1064418,1122886,1096657,1075419,1073712,1136357,1073891,1111069,997212,1104784,1044822,1106362,1093630,1151552,1022595,1059105,1064819,992015,433012,424012,519165,319876,0,155870,337208,502696,508505,516447,353449,123160,383604,660721,578944,606085,656832,678403,703843,796274,805601,750942,771520,737062,819614
0087485003,84.0,90.0,76.0,102.0,49.0,45.0,156.0,165.0,84.0,104.0,87.0,120.0,90.0,51.0,80.0,85.0,90.0,111.0,175.0,160.0,102.0,88.0,82.0,85.0,77.0,70.0,78.0,81.0,74.0,92.0,182.0,159.0,124.0,129.0,111.0,96.0,89.0,95.0,115.0,115.0,116.0,109.0,137.0,145.0,94.0,77.0,87.0,21.0,56.0,102.0,38.0,0.0,14.0,57.0,127.0,124.0,63.0,92.0,29.0,51.0,17.0,39.0,71.0,32.0,67.0,80.0,117.0,113.0,104.0,52.0,61.0,52.0,Charente-Maritime,Nouvelle-Aquitaine,La Rochelle,17000,01571,46.15269,-1.145305,0087485003,17000,La Rochelle,17,334487,334487,334487,334487,334487,334487,334487,334487,334487,334487,334487,334487,390544,390544,390544,390544,390544,390544,390544,390544,390544,390544,390544,390544,374666,337400,374415,331390,336141,350908,370183,361536,354535,353972,374624,354031,386341,346751,384156,363306,384705,380277,400418,355577,368273,370259,344944,150567,164355,201237,123990,0,60418,130708,194854,197106,200184,137003,47739,148692,260468,228230,238930,258935,267439,277468,313906,317583,296035,304147,290563,323107
0087485300,15.0,9.0,6.0,10.0,68.0,32.0,14.0,19.0,14.0,17.0,11.0,17.0,16.0,4.0,16.0,11.0,14.0,9.0,13.0,21.0,12.0,10.0,15.0,15.0,6.0,8.0,8.0,6.0,11.0,10.0,13.0,11.0,9.0,14.0,12.0,7.0,7.0,9.0,10.0,6.0,15.0,22.0,12.0,13.0,24.0,14.0,9.0,2.0,6.0,8.0,4.0,0.0,2.0,6.0,6.0,9.0,10.0,6.0,9.0,3.0,6.0,8.0,15.0,5.0,11.0,6.0,11.0,14.0,7.0,14.0,8.0,19.0,Deux-Sèvres,Nouvelle-Aquitaine,Niort,79000,01561,46.319491,-0.454639,0087485300,79000,Niort,79,238074,238074,238074,238074,238074,238074,238074,238074,238074,238074,238074,238074,235405,235405,235405,235405,235405,235405,235405,235405,235405,235405,235405,235405,218727,196972,218580,193462,196236,204857,216110,211062,206975,206646,218703,206680,211608,189923,210411,198991,210711,208286,219318,194757,201711,202799,188933,82469,88158,107941,66506,0,32407,70110,104517,105725,107376,73487,25606,79756,135149,118421,123973,134353,138765,143969,162876,164783,153603,157812,150764,167650
0087486019,7.0,4.0,8.0,5.0,11.0,5.0,6.0,8.0,7.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,6.0,3.0,0.0,4.0,12.0,5.0,6.0,15.0,7.0,2.0,7.0,7.0,10.0,2.0,6.0,9.0,9.0,6.0,10.0,9.0,11.0,7.0,8.0,17.0,10.0,22.0,8.0,12.0,8.0,3.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,7.0,5.0,4.0,6.0,6.0,8.0,Vendée,Pays de la Loire,La Roche-sur-Yon,85000,01550,46.67212,-1.435621,0087486019,85000,La Roche-sur-Yon,85,163952,163952,163952,163952,163952,163952,163952,163952,163952,163952,163952,163952,168925,168925,168925,168925,168925,168925,168925,168925,168925,168925,168925,168925,158887,143083,158780,140534,142549,148811,156986,153319,150349,150111,158869,150136,151397,135882,150540,142370,150755,149020,156913,139341,144316,145095,135174,59003,62585,76630,47214,0,23007,49772,74199,75056,76228,52170,18179,56621,99736,87392,91489,99149,102405,106245,120198,121606,113355,116461,111260,123721
0087543009,77.0,64.0,59.0,57.0,94.0,64.0,84.0,88.0,84.0,81.0,83.0,104.0,73.0,90.0,125.0,96.0,113.0,94.0,101.0,74.0,69.0,78.0,78.0,100.0,77.0,73.0,92.0,50.0,61.0,58.0,82.0,73.0,76.0,100.0,76.0,96.0,102.0,70.0,80.0,96.0,80.0,82.0,107.0,72.0,61.0,97.0,92.0,42.0,55.0,78.0,49.0,0.0,10.0,50.0,56.0,70.0,43.0,51.0,26.0,40.0,48.0,52.0,53.0,30.0,46.0,50.0,77.0,68.0,75.0,77.0,87.0,115.0,Loiret,Centre-Val de Loire,Orléans,45000,01493,47.90796,1.904666,0087543009,45000,Orléans,45,638830,638830,638830,638830,638830,638830,638830,638830,638830,638830,638830,638830,690161,690161,690161,690161,690161,690161,690161,690161,690161,690161,690161,690161,644340,580251,643907,569913,578085,603481,636630,621759,609718,608751,644268,608852,586300,526218,582983,551342,583816,577097,607662,539613,558879,561894,523476,228496,226794,277689,171095,0,83371,180365,268880,271988,276236,189052,65875,205181,362387,317534,332420,360253,372085,386038,436733,441849,411870,423156,404258,449535
0087543017,19.0,18.0,20.0,20.0,17.0,20.0,16.0,27.0,18.0,23.0,21.0,21.0,21.0,14.0,15.0,15.0,12.0,22.0,21.0,12.0,15.0,11.0,16.0,20.0,14.0,22.0,20.0,9.0,13.0,20.0,21.0,10.0,15.0,15.0,13.0,17.0,13.0,15.0,15.0,25.0,15.0,10.0,16.0,9.0,15.0,12.0,17.0,6.0,10.0,11.0,3.0,0.0,3.0,4.0,8.0,12.0,5.0,4.0,4.0,10.0,11.0,7.0,11.0,4.0,11.0,13.0,14.0,5.0,14.0,13.0,10.0,10.0,Loiret,Centre-Val de Loire,Les Aubrais,45400,01492,47.926801,1.906629,0087543017,45400,Les Aubrais,45,303849,303849,303849,303849,303849,303849,303849,303849,303849,303849,303849,303849,312555,312555,312555,312555,312555,312555,312555,312555,312555,312555,312555,312555,297205,267643,297005,262875,266645,278358,293649,286789,281235,280789,297171,280836,273309,245302,271763,257013,272151,269019,283267,251546,260527,261932,244023,106516,97293,119127,73398,0,35766,77375,115348,116681,118503,81102,28260,88021,139827,122521,128265,139004,143569,148953,168514,170488,158921,163275,155983,173454
0087547000,120.0,123.0,162.0,116.0,148.0,139.0,162.0,151.0,201.0,254.0,137.0,139.0,134.0,132.0,139.0,132.0,171.0,167.0,178.0,164.0,136.0,163.0,124.0,167.0,146.0,92.0,103.0,68.0,95.0,71.0,91.0,54.0,40.0,111.0,50.0,26.0,40.0,44.0,41.0,30.0,27.0,28.0,35.0,38.0,43.0,51.0,37.0,12.0,30.0,16.0,29.0,0.0,1.0,2.0,20.0,31.0,28.0,53.0,13.0,16.0,28.0,45.0,35.0,27.0,13.0,25.0,31.0,32.0,54.0,28.0,28.0,35.0,Paris,Île-de-France,Paris Austerlitz,75013,01436,48.842285,2.364891,0087547000,75013,Paris Austerlitz,75,3912167,3912167,3912167,3912167,3912167,3912167,3912167,3912167,3912167,3912167,3912167,3912167,3937542,3937542,3937542,3937542,3937542,3937542,3937542,3937542,3937542,3937542,3937542,3937542,3696401,3328740,3693916,3269438,3316317,3462006,3652172,3566862,3497786,3492237,3695987,3492817,3363361,3018699,3344337,3162823,3349114,3310571,3485908,3095538,3206060,3223355,3002969,1310788,1304149,1596813,983855,0,479414,1037163,1546159,1564028,1588454,1087116,378806,1179866,2517244,2205683,2309087,2502423,2584608,2681529,3033677,3069212,2860971,2939366,2808090,3122598
0087574004,23.0,13.0,17.0,11.0,6.0,13.0,13.0,2.0,6.0,11.0,9.0,9.0,5.0,6.0,9.0,7.0,10.0,7.0,4.0,4.0,8.0,6.0,6.0,5.0,7.0,3.0,4.0,0.0,0.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,8.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,6.0,3.0,Loir-et-Cher,Centre-Val de Loire,Blois - Chambord,41000,01399,47.585445,1.323823,0087574004,41000,Blois - Chambord,41,281148,281148,281148,281148,281148,281148,281148,281148,281148,281148,281148,281148,295614,295614,295614,295614,295614,295614,295614,295614,295614,295614,295614,295614,274856,247518,274672,243108,246594,257427,271568,265224,260088,259675,274826,259718,258724,232211,257261,243298,257628,254663,268151,238122,246624,247954,231001,100831,102311,125271,77184,0,37610,81366,121297,122699,124615,85285,29718,92561,154784,135626,141984,153872,158926,164885,186539,188724,175919,180740,172667,192006
0087575142,2.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,7.0,2.0,5.0,7.0,1.0,4.0,3.0,5.0,6.0,5.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,6.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,10.0,13.0,6.0,2.0,1.0,1.0,7.0,3.0,1.0,2.0,6.0,7.0,4.0,Vienne,Nouvelle-Aquitaine,Châtellerault,86100,01358,46.818594,0.549279,0087575142,86100,Châtellerault,86,94923,94923,94923,94923,94923,94923,94923,94923,94923,94923,94923,94923,97358,97358,97358,97358,97358,97358,97358,97358,97358,97358,97358,97358,85095,76631,85037,75265,76345,79699,84076,82112,80522,80395,85085,80408,84348,75705,83871,79319,83991,83024,87422,77632,80403,80837,75310,32873,36921,45206,27853,0,13572,29363,43772,44278,44970,30777,10724,33403,55776,48873,51164,55448,57269,59416,67219,68006,63392,65129,62220,69189
0087576207,39.0,17.0,37.0,36.0,28.0,25.0,25.0,21.0,28.0,27.0,21.0,19.0,22.0,31.0,28.0,21.0,31.0,28.0,28.0,26.0,32.0,29.0,24.0,28.0,33.0,24.0,22.0,22.0,10.0,27.0,30.0,27.0,24.0,25.0,33.0,22.0,28.0,30.0,45.0,40.0,37.0,36.0,39.0,24.0,37.0,29.0,46.0,9.0,26.0,27.0,16.0,0.0,4.0,15.0,24.0,18.0,25.0,19.0,13.0,9.0,13.0,12.0,19.0,12.0,23.0,23.0,17.0,25.0,16.0,26.0,20.0,28.0,Cher,Centre-Val de Loire,Bourges,18000,01327,47.094145,2.394255,0087576207,18000,Bourges,18,165003,165003,165003,165003,165003,165003,165003,165003,165003,165003,165003,165003,171584,171584,171584,171584,171584,171584,171584,171584,171584,171584,171584,171584,158110,142383,158003,139847,141852,148084,156218,152569,149614,149377,158092,149402,168168,150935,167217,158141,167456,165528,174295,154777,160303,161168,150148,65539,67384,82506,50835,0,24771,53589,79888,80812,82074,56170,19572,60962,104145,91255,95533,103532,106932,110942,125511,126981,118366,121609,116178,129190
0087581009,190.0,197.0,184.0,202.0,213.0,201.0,265.0,256.0,173.0,246.0,251.0,240.0,249.0,220.0,268.0,278.0,232.0,301.0,376.0,320.0,305.0,301.0,289.0,333.0,291.0,292.0,322.0,251.0,240.0,315.0,406.0,367.0,366.0,400.0,330.0,354.0,285.0,361.0,373.0,360.0,343.0,390.0,437.0,304.0,457.0,370.0,333.0,165.0,252.0,339.0,169.0,0.0,33.0,123.0,274.0,218.0,269.0,209.0,63.0,142.0,134.0,121.0,178.0,111.0,149.0,204.0,273.0,311.0,311.0,293.0,205.0,243.0,Gironde,Nouvelle-Aquitaine,Bordeaux Saint-Jean,33800,01303,44.825873,-0.556697,0087581009,33800,Bordeaux Saint-Jean,33,2271513,2271513,2271513,2271513,2271513,2271513,2271513,2271513,2271513,2271513,2271513,2271513,2789355,2789355,2789355,2789355,2789355,2789355,2789355,2789355,2789355,2789355,2789355,2789355,2994505,2696658,2992492,2648616,2686594,2804619,2958675,2889564,2833605,2829109,2994170,2829579,3011936,2703286,2994900,2832351,2999177,2964661,3121678,2772096,2871071,2886559,2689200,1173828,1215870,1488723,917257,0,446962,966956,1441497,1458157,1480930,1013528,353165,1099999,2052429,1798399,1882709,2040345,2107355,2186379,2473502,2502475,2332686,2396606,2289570,2546003
0087582668,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,6.0,8.0,7.0,5.0,14.0,7.0,16.0,16.0,14.0,12.0,37.0,11.0,10.0,15.0,2.0,7.0,7.0,5.0,6.0,5.0,6.0,4.0,2.0,4.0,6.0,9.0,9.0,2.0,6.0,7.0,7.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Gironde,Nouvelle-Aquitaine,Arcachon,33120,01273,44.659009,-1.16523,0087582668,33120,Arcachon,33,144746,144746,144746,144746,144746,144746,144746,144746,144746,144746,144746,144746,166183,166183,166183,166183,166183,166183,166183,166183,166183,166183,166183,166183,165716,149234,165605,146575,148677,155208,163734,159909,156812,156563,165698,156589,181392,162804,180366,170577,180624,178545,188001,166948,172909,173841,161956,70693,82327,100802,62108,0,30264,65473,97604,98732,100274,68626,23913,74481,120294,105406,110347,119586,123514,128145,144974,146672,136721,140467,134193,149223
