,temperature_moyenne,nb_lost_item
1169,2.5375000000000005,13
1170,2.542857142857143,1
1171,2.55,45
1172,2.5500000000000003,49
1173,2.5571428571428574,2
1174,2.5624999999999996,3
1175,2.5625,12
1176,2.5714285714285716,6
1177,2.5749999999999997,20
1178,2.575,15
1179,2.5874999999999995,11
1180,2.5875,49
1181,2.5875000000000004,41
1182,2.599999999999999,2
1183,2.6,77
1184,2.6125,23
1185,2.6125000000000003,22
1186,2.6142857142857143,13
1187,2.6249999999999996,22
1188,2.625,38
1189,2.6250000000000004,12
1190,2.6374999999999997,38
1191,2.6375,51
1192,2.6375000000000006,3
1193,2.642857142857143,1
1194,2.65,42
1195,2.6500000000000004,8
1196,2.6571428571428575,2
1197,2.6624999999999996,21
1198,2.6625,18
1199,2.6625000000000005,1
1200,2.675,66
1201,2.6750000000000003,24
1202,2.685714285714286,21
1203,2.6874999999999996,15
1204,2.6875,11
1205,2.6875000000000004,5
1206,2.6999999999999997,14
1207,2.7,27
1208,2.7125,36
1209,2.7125000000000004,18
1210,2.7249999999999996,22
1211,2.725,25
1212,2.7285714285714286,7
1213,2.7374999999999994,5
1214,2.7375,11
1215,2.7375000000000003,40
1216,2.742857142857143,39
1217,2.7499999999999996,29
1218,2.75,5
1219,2.7500000000000004,2
1220,2.7624999999999997,13
1221,2.7625,104
1222,2.7749999999999995,18
1223,2.775,43
1224,2.7750000000000004,13
1225,2.787499999999999,5
1226,2.7874999999999996,5
1227,2.7875,20
1228,2.7875000000000005,2
1229,2.8,44
1230,2.8000000000000003,7
1231,2.8124999999999996,6
1232,2.8125,63
1233,2.8125000000000004,5
1234,2.8166666666666664,3
1235,2.8249999999999997,1
1236,2.825,27
1237,2.8285714285714287,23
1238,2.8375,39
1239,2.8499999999999996,8
1240,2.85,7
1241,2.8500000000000005,5
1242,2.8625,36
1243,2.8625000000000003,52
1244,2.871428571428571,2
1245,2.8749999999999996,3
1246,2.875,36
1247,2.8750000000000004,32
1248,2.885714285714286,8
1249,2.8874999999999997,4
1250,2.8875,52
1251,2.9,22
1252,2.9000000000000004,4
1253,2.900000000000001,11
1254,2.9124999999999996,29
1255,2.9125,36
1256,2.9125000000000005,6
1257,2.925,10
1258,2.9250000000000003,8
1259,2.9285714285714293,1
1260,2.9374999999999996,10
1261,2.9375,69
1262,2.9499999999999993,1
1263,2.9499999999999997,4
1264,2.95,28
1265,2.9500000000000006,2
1266,2.9571428571428577,3
1267,2.9625,33
1268,2.9625000000000004,14
1269,2.971428571428571,28
1270,2.9749999999999996,25
1271,2.975,11
1272,2.9857142857142853,13
1273,2.985714285714286,2
1274,2.9875,68
1275,2.9875000000000003,1
1276,2.9999999999999996,3
1277,3.0,5
1278,3.0124999999999997,35
1279,3.0125,39
1280,3.0142857142857147,1
1281,3.0249999999999995,17
1282,3.025,40
1283,3.0250000000000004,55
1284,3.0374999999999996,2
1285,3.0375,32
1286,3.0375000000000005,5
1287,3.042857142857143,17
1288,3.05,33
1289,3.0500000000000003,6
1290,3.057142857142857,3
1291,3.0624999999999996,4
1292,3.0625,57
1293,3.0625000000000004,21
1294,3.0714285714285716,13
1295,3.0749999999999997,22
1296,3.075,11
1297,3.0857142857142854,2
1298,3.0874999999999995,1
1299,3.0875,58
1300,3.0875000000000004,16
1301,3.0999999999999996,29
1302,3.1,32
1303,3.1000000000000005,2
1304,3.1125,23
1305,3.1125000000000003,14
1306,3.1249999999999996,16
1307,3.125,44
1308,3.1285714285714286,21
1309,3.1374999999999997,21
1310,3.1375,27
1311,3.15,23
1312,3.1500000000000004,40
1313,3.1624999999999996,18
1314,3.1625,64
1315,3.1625000000000005,13
1316,3.1666666666666665,6
1317,3.1714285714285713,2
1318,3.1714285714285717,2
1319,3.1749999999999994,13
1320,3.175,31
1321,3.1750000000000003,23
1322,3.185714285714286,2
1323,3.1874999999999996,10
1324,3.1875,44
1325,3.1999999999999997,48
1326,3.2,29
1327,3.2124999999999995,2
1328,3.2125,17
1329,3.2125000000000004,6
1330,3.2142857142857144,2
1331,3.214285714285715,2
1332,3.2249999999999996,19
1333,3.225,23
1334,3.2285714285714286,5
1335,3.2374999999999994,1
1336,3.2375,50
1337,3.2375000000000003,26
1338,3.2499999999999996,8
1339,3.25,47
1340,3.2500000000000004,7
1341,3.2624999999999993,12
1342,3.2624999999999997,9
1343,3.2625,92
1344,3.2625000000000006,9
1345,3.2749999999999995,6
1346,3.275,79
1347,3.2750000000000004,33
1348,3.2874999999999996,31
1349,3.2875,19
1350,3.2875000000000005,16
1351,3.2999999999999994,19
1352,3.3,41
1353,3.3000000000000003,41
1354,3.3124999999999996,19
1355,3.3125,70
1356,3.3125000000000004,1
1357,3.314285714285714,23
1358,3.3249999999999997,22
1359,3.325,24
1360,3.3374999999999995,4
1361,3.3375,39
1362,3.3375000000000004,1
1363,3.3499999999999996,17
1364,3.35,39
1365,3.357142857142857,4
1366,3.3571428571428577,3
1367,3.3625,28
1368,3.3625000000000007,1
1369,3.3714285714285714,12
1370,3.3749999999999996,10
1371,3.375,38
1372,3.3750000000000004,9
1373,3.3874999999999997,15
1374,3.3875,18
1375,3.3875000000000006,1
1376,3.3999999999999995,9
1377,3.4,70
1378,3.4000000000000004,11
1379,3.400000000000001,1
1380,3.4124999999999996,12
1381,3.4125,32
1382,3.4125000000000005,2
1383,3.414285714285714,1
1384,3.4249999999999994,4
1385,3.425,19
1386,3.4250000000000003,3
1387,3.4285714285714284,16
1388,3.4374999999999996,9
1389,3.4375,23
1390,3.4499999999999997,22
1391,3.45,38
1392,3.4625,17
1393,3.4625000000000004,50
1394,3.4749999999999996,14
1395,3.475,35
1396,3.4750000000000005,13
1397,3.483333333333333,1
1398,3.4857142857142853,8
1399,3.485714285714286,1
1400,3.4875,38
1401,3.4875000000000003,15
1402,3.4875000000000007,20
1403,3.4999999999999996,13
1404,3.5,68
1405,3.5000000000000004,16
1406,3.5124999999999993,1
1407,3.5124999999999997,26
1408,3.5125,36
1409,3.5200000000000005,8
1410,3.525,30
1411,3.5250000000000004,20
1412,3.528571428571428,6
1413,3.5374999999999996,24
1414,3.5375,30
1415,3.5375000000000005,7
1416,3.542857142857143,5
1417,3.5499999999999994,1
1418,3.55,46
1419,3.5500000000000003,48
1420,3.5624999999999996,8
1421,3.5625,114
1422,3.5625000000000004,11
1423,3.5749999999999997,30
1424,3.575,45
1425,3.5750000000000006,7
1426,3.5833333333333335,5
1427,3.5857142857142863,7
1428,3.5874999999999995,26
1429,3.5875,20
1430,3.5875000000000004,18
1431,3.599999999999999,4
1432,3.5999999999999996,8
1433,3.6,41
1434,3.6000000000000005,14
1435,3.6125,65
1436,3.6125000000000003,34
1437,3.6249999999999996,9
1438,3.625,82
1439,3.6250000000000004,8
1440,3.628571428571429,1
1441,3.6285714285714294,1
1442,3.6374999999999993,4
1443,3.6374999999999997,30
1444,3.6375,72
1445,3.6428571428571423,5
1446,3.6499999999999995,31
1447,3.65,12
1448,3.6500000000000004,10
1449,3.6624999999999996,33
1450,3.6625,5
1451,3.6625000000000005,11
1452,3.6666666666666665,4
1453,3.6714285714285713,2
1454,3.6714285714285717,2
1455,3.6749999999999994,1
1456,3.675,13
1457,3.6750000000000003,23
1458,3.6750000000000007,25
1459,3.6857142857142855,3
1460,3.685714285714286,3
1461,3.6874999999999996,5
1462,3.6875,86
1463,3.6999999999999993,15
1464,3.6999999999999997,67
1465,3.7,22
1466,3.7000000000000006,15
1467,3.7124999999999995,3
1468,3.7125,34
1469,3.7125000000000004,6
1470,3.7249999999999996,33
1471,3.725,25
1472,3.7250000000000005,18
1473,3.7374999999999994,2
1474,3.7375,24
1475,3.7375000000000003,22
1476,3.7499999999999996,5
1477,3.75,29
1478,3.7500000000000004,2
1479,3.7571428571428567,2
1480,3.7624999999999997,40
1481,3.7625,61
1482,3.7625000000000006,24
1483,3.7714285714285714,11
1484,3.7749999999999995,9
1485,3.775,14
1486,3.7750000000000004,4
1487,3.783333333333333,1
1488,3.7874999999999996,7
1489,3.7875,22
1490,3.7875000000000005,29
1491,3.7999999999999994,27
1492,3.8,20
1493,3.8000000000000003,30
1494,3.8000000000000007,2
1495,3.8124999999999996,10
1496,3.8125,31
1497,3.8125000000000004,2
1498,3.8249999999999993,8
1499,3.8249999999999997,42
1500,3.825,27
1501,3.8285714285714283,1
1502,3.8374999999999995,16
1503,3.8375,55
1504,3.8375000000000004,45
1505,3.8428571428571425,2
1506,3.8499999999999996,13
1507,3.85,9
1508,3.8500000000000005,3
1509,3.8625,8
1510,3.8625000000000003,39
1511,3.8625000000000007,1
1512,3.8749999999999996,1
1513,3.875,31
1514,3.8750000000000004,37
1515,3.8857142857142857,11
1516,3.8874999999999997,50
1517,3.8875,34
1518,3.8999999999999995,2
1519,3.9,24
1520,3.9000000000000004,3
1521,3.9124999999999996,34
1522,3.9125,9
1523,3.9125000000000005,12
1524,3.914285714285714,3
1525,3.9142857142857146,3
1526,3.925,22
1527,3.9250000000000003,46
1528,3.9250000000000007,15
1529,3.9374999999999996,8
1530,3.9375,17
1531,3.9375000000000004,4
1532,3.9428571428571426,4
1533,3.9499999999999993,27
1534,3.9499999999999997,77
1535,3.95,36
1536,3.9500000000000006,7
1537,3.950000000000001,1
1538,3.9624999999999995,6
1539,3.9625,12
1540,3.9625000000000004,22
1541,3.971428571428571,3
1542,3.9714285714285715,2
1543,3.974999999999999,3
1544,3.9749999999999996,20
1545,3.975,27
1546,3.9750000000000005,4
1547,3.9875,36
1548,3.9875000000000003,11
1549,3.9875000000000007,14
1550,4.0,65
1551,4.012499999999999,24
1552,4.0125,41
1553,4.012500000000001,3
1554,4.016666666666667,1
1555,4.0249999999999995,32
1556,4.025,28
1557,4.0285714285714285,2
1558,4.037499999999999,4
1559,4.0375,34
1560,4.0375000000000005,63
1561,4.05,57
1562,4.050000000000001,9
1563,4.057142857142858,2
1564,4.0625,53
1565,4.062500000000001,5
1566,4.074999999999999,23
1567,4.075,141
1568,4.0874999999999995,1
1569,4.0875,47
1570,4.1,55
1571,4.1000000000000005,27
1572,4.1125,77
1573,4.112500000000001,10
1574,4.12,2
1575,4.124999999999999,2
1576,4.125,58
1577,4.125000000000001,10
1578,4.137499999999999,53
1579,4.1375,59
1580,4.1499999999999995,6
1581,4.15,41
1582,4.157142857142857,6
1583,4.1625,37
1584,4.1625000000000005,27
1585,4.166666666666667,1
1586,4.174999999999999,2
1587,4.175,60
1588,4.175000000000001,23
1589,4.1875,63
1590,4.187500000000001,2
1591,4.199999999999999,4
1592,4.2,30
1593,4.2124999999999995,23
1594,4.2125,35
1595,4.225,58
1596,4.2250000000000005,66
1597,4.237499999999999,2
1598,4.2375,37
1599,4.24,8
1600,4.242857142857143,3
1601,4.249999999999999,6
1602,4.25,66
1603,4.250000000000001,28
1604,4.262499999999999,14
1605,4.2625,36
1606,4.271428571428571,1
1607,4.2749999999999995,14
1608,4.275,55
1609,4.2875,21
1610,4.2875000000000005,46
1611,4.3,72
1612,4.300000000000001,6
1613,4.312499999999999,16
1614,4.3125,69
1615,4.312500000000001,1
1616,4.324999999999999,32
1617,4.325,41
1618,4.325000000000001,2
1619,4.3374999999999995,19
1620,4.3375,60
1621,4.3428571428571425,5
1622,4.35,23
1623,4.3500000000000005,40
1624,4.3625,91
1625,4.362500000000001,11
1626,4.366666666666666,10
1627,4.371428571428572,16
1628,4.374999999999999,2
1629,4.375,23
1630,4.387499999999999,12
1631,4.3875,43
1632,4.3999999999999995,1
1633,4.4,23
1634,4.4125,31
1635,4.4125000000000005,39
1636,4.414285714285715,1
1637,4.424999999999999,3
1638,4.425,52
1639,4.425000000000001,23
1640,4.437499999999999,4
1641,4.4375,27
1642,4.442857142857143,14
1643,4.449999999999999,28
1644,4.45,9
1645,4.4624999999999995,36
1646,4.4625,34
1647,4.475,96
1648,4.4750000000000005,37
1649,4.487499999999999,2
1650,4.4875,33
1651,4.487500000000001,10
1652,4.499999999999999,56
1653,4.5,83
1654,4.512499999999999,29
1655,4.5125,48
1656,4.5249999999999995,24
1657,4.525,56
1658,4.528571428571428,4
1659,4.5285714285714285,4
1660,4.528571428571429,1
1661,4.5375,20
1662,4.5375000000000005,18
1663,4.55,64
1664,4.550000000000001,18
1665,4.5625,44
1666,4.571428571428571,26
1667,4.574999999999999,22
1668,4.575,60
1669,4.575000000000001,7
1670,4.585714285714286,5
1671,4.5874999999999995,3
1672,4.5875,23
1673,4.6,35
1674,4.6000000000000005,22
1675,4.612499999999999,2
1676,4.6125,79
1677,4.612500000000001,47
1678,4.614285714285714,6
1679,4.614285714285715,10
1680,4.624999999999999,2
1681,4.625,48
1682,4.637499999999999,22
1683,4.6375,100
1684,4.637500000000001,6
1685,4.642857142857143,2
1686,4.6499999999999995,20
1687,4.65,19
1688,4.657142857142857,1
1689,4.6571428571428575,3
1690,4.662499999999999,1
1691,4.6625,14
1692,4.6625000000000005,42
1693,4.666666666666667,4
1694,4.671428571428572,6
1695,4.675,60
1696,4.675000000000001,9
1697,4.687499999999999,17
1698,4.6875,82
1699,4.687500000000001,25
1700,4.699999999999999,48
1701,4.7,37
1702,4.700000000000001,9
1703,4.712499999999999,1
1704,4.7124999999999995,55
1705,4.7125,64
1706,4.714285714285714,2
1707,4.725,53
1708,4.7250000000000005,33
1709,4.737499999999999,19
1710,4.7375,62
1711,4.737500000000001,18
1712,4.749999999999999,10
1713,4.75,110
1714,4.757142857142857,1
1715,4.762499999999999,4
1716,4.7625,69
1717,4.762500000000001,4
1718,4.7749999999999995,26
1719,4.775,50
1720,4.785714285714286,2
1721,4.7857142857142865,8
1722,4.787499999999999,6
1723,4.7875,109
1724,4.7875000000000005,35
1725,4.8,69
1726,4.800000000000001,9
1727,4.812499999999999,15
1728,4.8125,52
1729,4.812500000000001,19
1730,4.814285714285715,13
1731,4.816666666666667,9
1732,4.824999999999999,25
1733,4.825,77
1734,4.8374999999999995,14
1735,4.8375,45
1736,4.8428571428571425,10
1737,4.849999999999999,1
1738,4.85,36
1739,4.8500000000000005,1
1740,4.862499999999999,13
1741,4.8625,80
1742,4.862500000000001,18
1743,4.871428571428572,4
1744,4.875,72
1745,4.887499999999999,42
1746,4.8875,33
1747,4.8999999999999995,69
1748,4.9,60
1749,4.9125,67
1750,4.9125000000000005,20
1751,4.914285714285714,1
1752,4.924999999999999,12
1753,4.925,62
1754,4.925000000000001,25
1755,4.928571428571429,2
1756,4.937499999999999,20
1757,4.9375,82
1758,4.937500000000001,17
1759,4.942857142857143,7
1760,4.949999999999999,59
1761,4.95,70
1762,4.962499999999999,2
1763,4.9624999999999995,49
1764,4.9625,39
1765,4.971428571428571,4
1766,4.971428571428572,5
1767,4.975,80
1768,4.9750000000000005,13
1769,4.975000000000001,3
1770,4.985714285714286,4
1771,4.9875,18
1772,4.987500000000001,7
1773,4.999999999999999,13
1774,5.0,84
1775,5.012499999999999,27
1776,5.0125,59
1777,5.012500000000001,17
1778,5.014285714285714,2
1779,5.016666666666666,13
1780,5.016666666666667,15
1781,5.0249999999999995,54
1782,5.025,44
1783,5.028571428571428,8
1784,5.028571428571429,1
1785,5.0375,31
1786,5.0375000000000005,52
1787,5.042857142857143,1
1788,5.049999999999999,8
1789,5.05,82
1790,5.050000000000001,9
1791,5.0625,94
1792,5.062500000000001,6
1793,5.071428571428571,1
1794,5.074999999999999,21
1795,5.075,23
1796,5.075000000000001,14
1797,5.085714285714286,17
1798,5.0874999999999995,41
1799,5.0875,28
1800,5.1,59
1801,5.1000000000000005,48
1802,5.112499999999999,5
1803,5.1125,97
1804,5.112500000000001,75
1805,5.114285714285715,15
1806,5.116666666666666,9
1807,5.124999999999999,17
1808,5.125,75
1809,5.125000000000001,1
1810,5.128571428571429,6
1811,5.137499999999999,27
1812,5.1375,61
1813,5.137500000000001,5
1814,5.1499999999999995,49
1815,5.15,58
1816,5.1625,38
1817,5.1625000000000005,48
1818,5.174999999999999,20
1819,5.175,37
1820,5.175000000000001,19
1821,5.185714285714286,4
1822,5.187499999999999,28
1823,5.1875,108
1824,5.187500000000001,13
1825,5.199999999999999,12
1826,5.2,96
1827,5.200000000000001,22
1828,5.2124999999999995,46
1829,5.2125,101
1830,5.224999999999999,9
1831,5.225,59
1832,5.2250000000000005,36
1833,5.233333333333333,3
1834,5.237499999999999,26
1835,5.2375,76
1836,5.237500000000001,32
1837,5.249999999999999,9
1838,5.25,111
1839,5.250000000000001,7
1840,5.262499999999999,37
1841,5.2625,38
1842,5.262500000000001,5
1843,5.271428571428571,3
1844,5.271428571428572,1
1845,5.2749999999999995,30
1846,5.275,114
1847,5.275000000000001,14
1848,5.285714285714286,8
1849,5.2875,49
1850,5.2875000000000005,11
1851,5.299999999999999,34
1852,5.3,40
1853,5.300000000000001,23
1854,5.312499999999999,1
1855,5.3125,91
1856,5.324999999999999,39
1857,5.325,35
1858,5.328571428571428,1
1859,5.3374999999999995,57
1860,5.3375,59
1861,5.337500000000001,1
1862,5.342857142857143,2
1863,5.35,116
1864,5.3500000000000005,56
1865,5.350000000000001,2
1866,5.357142857142857,6
1867,5.362499999999999,5
1868,5.3625,57
1869,5.362500000000001,10
1870,5.371428571428572,4
1871,5.374999999999999,5
1872,5.375,74
1873,5.375000000000001,19
1874,5.387499999999999,45
1875,5.3875,79
1876,5.387500000000001,4
1877,5.3999999999999995,62
1878,5.4,51
1879,5.400000000000001,1
1880,5.4125,53
1881,5.4125000000000005,46
1882,5.414285714285714,1
1883,5.424999999999999,11
1884,5.425,51
1885,5.425000000000001,26
1886,5.428571428571428,5
1887,5.437499999999999,8
1888,5.4375,56
1889,5.437500000000001,1
1890,5.449999999999999,10
1891,5.45,67
1892,5.450000000000001,4
1893,5.462499999999999,8
1894,5.4624999999999995,38
1895,5.4625,124
1896,5.475,108
1897,5.4750000000000005,75
1898,5.485714285714286,8
1899,5.487499999999999,12
1900,5.4875,70
1901,5.487500000000001,38
1902,5.499999999999999,15
1903,5.5,49
1904,5.500000000000001,22
1905,5.512499999999998,1
1906,5.512499999999999,43
1907,5.5125,55
1908,5.512500000000001,1
1909,5.5249999999999995,39
1910,5.525,69
1911,5.5375,129
1912,5.5375000000000005,63
1913,5.542857142857144,21
1914,5.55,85
1915,5.550000000000001,10
1916,5.562499999999999,5
1917,5.5625,82
1918,5.562500000000001,25
1919,5.566666666666666,2
1920,5.574999999999999,34
1921,5.575,80
1922,5.575000000000001,5
1923,5.5874999999999995,61
1924,5.5875,55
1925,5.6,70
1926,5.6000000000000005,41
1927,5.612499999999999,15
1928,5.6125,43
1929,5.612500000000001,71
1930,5.624999999999999,7
1931,5.625,92
1932,5.625000000000001,6
1933,5.637499999999999,49
1934,5.6375,75
1935,5.637500000000001,4
1936,5.6428571428571415,4
1937,5.642857142857143,5
1938,5.6499999999999995,42
1939,5.65,77
1940,5.6571428571428575,12
1941,5.662499999999999,1
1942,5.6625,62
1943,5.6625000000000005,27
1944,5.671428571428572,2
1945,5.674999999999999,3
1946,5.675,86
1947,5.675000000000001,51
1948,5.687499999999999,10
1949,5.6875,65
1950,5.687500000000001,4
1951,5.699999999999999,17
1952,5.7,42
1953,5.700000000000001,28
1954,5.7124999999999995,20
1955,5.7125,37
1956,5.724999999999999,2
1957,5.725,72
1958,5.7250000000000005,48
1959,5.728571428571428,7
1960,5.737499999999999,17
1961,5.7375,113
1962,5.737500000000001,22
1963,5.749999999999999,38
1964,5.75,66
1965,5.750000000000001,3
1966,5.757142857142858,5
1967,5.762499999999999,4
1968,5.7625,79
1969,5.762500000000001,4
1970,5.771428571428571,3
1971,5.7749999999999995,40
1972,5.775,71
1973,5.783333333333334,5
1974,5.785714285714286,2
1975,5.787499999999999,2
1976,5.7875,49
1977,5.7875000000000005,13
1978,5.787500000000001,28
1979,5.799999999999999,2
1980,5.8,44
1981,5.800000000000001,38
1982,5.812499999999999,21
1983,5.8125,135
1984,5.812500000000001,42
1985,5.816666666666666,1
1986,5.824999999999999,41
1987,5.825,76
1988,5.825000000000001,12
1989,5.8374999999999995,44
1990,5.8375,32
1991,5.837500000000001,1
1992,5.8428571428571425,3
1993,5.849999999999999,5
1994,5.85,24
1995,5.8500000000000005,28
1996,5.850000000000001,4
1997,5.862499999999999,15
1998,5.8625,107
1999,5.862500000000001,17
2000,5.874999999999999,36
2001,5.875,48
2002,5.875000000000001,50
2003,5.883333333333333,24
2004,5.885714285714286,1
2005,5.887499999999999,42
2006,5.8875,55
2007,5.887500000000001,26
2008,5.899999999999999,3
2009,5.8999999999999995,73
2010,5.9,47
2011,5.900000000000001,1
2012,5.912499999999999,7
2013,5.9125,49
2014,5.9125000000000005,39
2015,5.924999999999999,3
2016,5.925,33
2017,5.925000000000001,19
2018,5.937499999999999,3
2019,5.9375,63
2020,5.937500000000001,7
2021,5.942857142857143,2
2022,5.949999999999999,44
2023,5.95,81
2024,5.950000000000001,4
2025,5.9624999999999995,68
2026,5.9625,60
2027,5.962500000000001,6
2028,5.966666666666666,9
2029,5.971428571428571,14
2030,5.975,129
2031,5.9750000000000005,11
2032,5.985714285714286,3
2033,5.987499999999999,2
2034,5.9875,57
2035,5.987500000000001,19
2036,5.999999999999999,12
2037,6.0,134
2038,6.000000000000001,19
2039,6.012499999999999,13
2040,6.0125,88
2041,6.012500000000001,3
2042,6.0249999999999995,50
2043,6.025,38
2044,6.025000000000001,10
2045,6.037499999999999,15
2046,6.0375,30
2047,6.0375000000000005,52
2048,6.037500000000001,2
2049,6.042857142857143,5
2050,6.049999999999999,34
2051,6.05,70
2052,6.050000000000001,35
2053,6.062499999999999,23
2054,6.0625,118
2055,6.062500000000001,6
2056,6.074999999999999,90
2057,6.075,84
2058,6.075000000000001,29
2059,6.085714285714286,12
2060,6.0874999999999995,37
2061,6.0875,125
2062,6.1,62
2063,6.1000000000000005,32
2064,6.100000000000001,1
2065,6.112499999999999,6
2066,6.1125,41
2067,6.112500000000001,36
2068,6.124999999999999,27
2069,6.125,104
2070,6.125000000000001,17
2071,6.128571428571428,10
2072,6.137499999999999,32
2073,6.1375,87
2074,6.137500000000001,14
2075,6.142857142857143,1
2076,6.1499999999999995,57
2077,6.15,42
2078,6.150000000000001,1
2079,6.162499999999999,17
2080,6.1625,59
2081,6.1625000000000005,49
2082,6.162500000000001,13
2083,6.171428571428571,2
2084,6.171428571428572,6
2085,6.174999999999999,7
2086,6.175,42
2087,6.175000000000001,13
2088,6.185714285714285,8
2089,6.185714285714286,2
2090,6.187499999999998,2
2091,6.187499999999999,4
2092,6.1875,61
2093,6.187500000000001,32
2094,6.199999999999999,63
2095,6.2,94
2096,6.200000000000001,8
2097,6.212499999999999,21
2098,6.2124999999999995,56
2099,6.2125,176
2100,6.212500000000001,13
2101,6.225,52
2102,6.2250000000000005,20
2103,6.225000000000001,2
2104,6.228571428571429,3
2105,6.237499999999999,16
2106,6.2375,59
2107,6.237500000000001,34
2108,6.242857142857142,9
2109,6.249999999999999,6
2110,6.25,90
2111,6.250000000000001,3
2112,6.262499999999999,27
2113,6.2625,65
2114,6.262500000000001,16
2115,6.274999999999999,2
2116,6.2749999999999995,61
2117,6.275,40
2118,6.283333333333334,2
2119,6.287499999999999,12
2120,6.2875,89
2121,6.2875000000000005,30
2122,6.299999999999999,6
2123,6.3,71
2124,6.300000000000001,17
2125,6.300000000000002,3
2126,6.312499999999999,10
2127,6.3125,125
2128,6.312500000000001,4
2129,6.314285714285714,2
2130,6.324999999999999,56
2131,6.325,56
2132,6.325000000000001,3
2133,6.3374999999999995,55
2134,6.3375,64
2135,6.337500000000001,2
2136,6.3428571428571425,1
2137,6.349999999999999,25
2138,6.35,102
2139,6.3500000000000005,76
2140,6.362499999999999,5
2141,6.3625,45
2142,6.362500000000001,25
2143,6.374999999999999,3
2144,6.375,137
2145,6.375000000000001,23
2146,6.387499999999999,24
2147,6.3875,111
2148,6.387500000000001,16
2149,6.399999999999999,14
2150,6.3999999999999995,41
2151,6.4,51
2152,6.400000000000001,12
2153,6.412499999999999,5
2154,6.4125,57
2155,6.4125000000000005,40
2156,6.412500000000001,1
2157,6.424999999999999,12
2158,6.425,41
2159,6.425000000000001,41
2160,6.437499999999999,21
2161,6.4375,111
2162,6.437500000000001,41
2163,6.437500000000002,12
2164,6.442857142857142,1
2165,6.449999999999999,19
2166,6.45,93
2167,6.457142857142857,1
2168,6.462499999999999,9
2169,6.4624999999999995,76
2170,6.4625,65
2171,6.475,99
2172,6.4750000000000005,65
2173,6.4875,74
2174,6.487500000000001,16
2175,6.499999999999999,51
2176,6.5,69
2177,6.500000000000001,1
2178,6.512499999999999,8
2179,6.5125,28
2180,6.512500000000001,13
2181,6.5249999999999995,17
2182,6.525,72
2183,6.525000000000001,1
2184,6.528571428571428,1
2185,6.537499999999999,3
2186,6.5375,95
2187,6.5375000000000005,14
2188,6.537500000000001,24
2189,6.542857142857143,2
2190,6.542857142857144,7
2191,6.55,156
2192,6.550000000000001,41
2193,6.562499999999999,4
2194,6.5625,77
2195,6.562500000000001,23
2196,6.566666666666666,4
2197,6.571428571428571,6
2198,6.574999999999999,1
2199,6.575,72
2200,6.575000000000001,15
2201,6.5857142857142845,7
2202,6.5874999999999995,58
2203,6.5875,65
2204,6.587500000000001,10
2205,6.6,104
2206,6.6000000000000005,71
2207,6.612499999999999,2
2208,6.6125,67
2209,6.612500000000001,31
2210,6.614285714285714,4
2211,6.614285714285715,3
2212,6.624999999999999,13
2213,6.625,135
2214,6.625000000000001,8
2215,6.633333333333334,20
2216,6.637499999999998,5
2217,6.637499999999999,25
2218,6.6375,66
2219,6.642857142857143,16
2220,6.649999999999999,13
2221,6.6499999999999995,19
2222,6.65,46
2223,6.650000000000001,14
2224,6.657142857142857,10
2225,6.6625,95
2226,6.6625000000000005,33
2227,6.662500000000001,1
2228,6.671428571428572,8
2229,6.674999999999999,4
2230,6.675,139
2231,6.675000000000001,61
2232,6.683333333333333,20
2233,6.685714285714286,1
2234,6.687499999999999,17
2235,6.6875,121
2236,6.687500000000001,2
2237,6.699999999999999,23
2238,6.7,42
2239,6.700000000000001,6
2240,6.712499999999999,21
2241,6.7124999999999995,58
2242,6.7125,41
2243,6.724999999999999,10
2244,6.725,95
2245,6.7250000000000005,47
2246,6.728571428571429,1
2247,6.737499999999999,36
2248,6.7375,46
2249,6.737500000000001,33
2250,6.737500000000002,2
2251,6.742857142857143,30
2252,6.749999999999999,37
2253,6.75,137
2254,6.750000000000001,17
2255,6.762499999999998,3
2256,6.762499999999999,36
2257,6.7625,39
2258,6.762500000000001,13
2259,6.7749999999999995,34
2260,6.775,78
2261,6.787499999999999,5
2262,6.7875,33
2263,6.7875000000000005,49
2264,6.799999999999999,61
2265,6.8,44
2266,6.800000000000001,30
2267,6.812499999999999,19
2268,6.8125,71
2269,6.812500000000001,47
2270,6.824999999999999,61
2271,6.825,71
2272,6.825000000000001,24
2273,6.8374999999999995,23
2274,6.8375,133
2275,6.849999999999999,1
2276,6.85,67
2277,6.8500000000000005,65
2278,6.850000000000001,2
2279,6.862499999999999,19
2280,6.8625,99
2281,6.862500000000001,32
2282,6.874999999999998,1
2283,6.874999999999999,15
2284,6.875,131
2285,6.875000000000001,48
2286,6.887499999999999,37
2287,6.8875,65
2288,6.887500000000001,9
2289,6.8999999999999995,48
2290,6.9,115
2291,6.900000000000001,9
2292,6.912499999999999,6
2293,6.9125,64
2294,6.9125000000000005,57
2295,6.912500000000001,8
2296,6.916666666666667,7
2297,6.924999999999999,13
2298,6.925,101
2299,6.925000000000001,45
2300,6.928571428571429,1
2301,6.9333333333333345,4
2302,6.937499999999999,8
2303,6.9375,116
2304,6.937500000000001,5
2305,6.949999999999999,15
2306,6.95,97
2307,6.950000000000001,39
2308,6.957142857142857,1
2309,6.962499999999999,8
2310,6.9624999999999995,82
2311,6.9625,66
2312,6.971428571428572,5
2313,6.974999999999999,3
