,gare_regionsncf_libelle,date,lat,long
285,Auvergne-Rhône-Alpes,2016-10-12,1691.319926,188.911875
286,Auvergne-Rhône-Alpes,2016-10-13,1372.289337,150.945559
287,Auvergne-Rhône-Alpes,2016-10-14,869.42317,99.588464
288,Auvergne-Rhône-Alpes,2016-10-15,319.703085,38.409641
289,Auvergne-Rhône-Alpes,2016-10-16,274.70476,30.41861
290,Auvergne-Rhône-Alpes,2016-10-17,1783.862161,187.128589
291,Auvergne-Rhône-Alpes,2016-10-18,1554.033199,177.502931
292,Auvergne-Rhône-Alpes,2016-10-19,1738.958449,185.533438
293,Auvergne-Rhône-Alpes,2016-10-20,1369.950658,150.483776
294,Auvergne-Rhône-Alpes,2016-10-21,686.422389,76.30731899999999
295,Auvergne-Rhône-Alpes,2016-10-22,595.943163,70.448143
296,Auvergne-Rhône-Alpes,2016-10-23,550.304561,61.291302
297,Auvergne-Rhône-Alpes,2016-10-24,2830.960615,312.354107
298,Auvergne-Rhône-Alpes,2016-10-25,960.675497,105.97218699999999
299,Auvergne-Rhône-Alpes,2016-10-26,686.670571,74.322482
300,Auvergne-Rhône-Alpes,2016-10-27,1139.594223,136.513241
301,Auvergne-Rhône-Alpes,2016-10-28,503.287355,56.534742
302,Auvergne-Rhône-Alpes,2016-10-29,504.073179,59.765305
303,Auvergne-Rhône-Alpes,2016-10-30,411.433454,50.734002
304,Auvergne-Rhône-Alpes,2016-10-31,636.664364,74.017573
305,Auvergne-Rhône-Alpes,2016-11-01,504.840321,52.566393
306,Auvergne-Rhône-Alpes,2016-11-02,1370.8508279999999,153.249191
307,Auvergne-Rhône-Alpes,2016-11-03,823.552629,95.164624
308,Auvergne-Rhône-Alpes,2016-11-04,1189.38397,134.78461099999998
309,Auvergne-Rhône-Alpes,2016-11-05,320.323913,34.015485
310,Auvergne-Rhône-Alpes,2016-11-06,275.285958,32.036798
311,Auvergne-Rhône-Alpes,2016-11-07,1737.174367,191.003022
312,Auvergne-Rhône-Alpes,2016-11-08,868.2037419999999,93.73560499999999
313,Auvergne-Rhône-Alpes,2016-11-09,914.577214,98.37351
314,Auvergne-Rhône-Alpes,2016-11-10,1051.035626,121.273827
315,Auvergne-Rhône-Alpes,2016-11-11,686.549674,77.327203
316,Auvergne-Rhône-Alpes,2016-11-12,640.702984,62.754534
317,Auvergne-Rhône-Alpes,2016-11-13,457.464067,50.505468
318,Auvergne-Rhône-Alpes,2016-11-14,1509.301949,171.687245
319,Auvergne-Rhône-Alpes,2016-11-15,1238.974012,152.173518
320,Auvergne-Rhône-Alpes,2016-11-16,2548.325629,294.130942
321,Auvergne-Rhône-Alpes,2016-11-17,641.376733,69.119204
322,Auvergne-Rhône-Alpes,2016-11-18,1510.260549,164.58771199999998
323,Auvergne-Rhône-Alpes,2016-11-19,503.947347,55.071093
324,Auvergne-Rhône-Alpes,2016-11-20,228.802795,24.296775
325,Auvergne-Rhône-Alpes,2016-11-21,911.6520370000001,106.858301
326,Auvergne-Rhône-Alpes,2016-11-22,1736.764305,193.10867399999998
327,Auvergne-Rhône-Alpes,2016-11-23,1234.394192,135.131381
328,Auvergne-Rhône-Alpes,2016-11-24,913.425704,97.724999
329,Auvergne-Rhône-Alpes,2016-11-25,914.127845,112.786958
330,Auvergne-Rhône-Alpes,2016-11-26,915.776804,102.23702
331,Auvergne-Rhône-Alpes,2016-11-27,183.042236,19.43742
332,Auvergne-Rhône-Alpes,2016-11-28,2238.145003,246.893306
333,Auvergne-Rhône-Alpes,2016-11-29,1185.711671,141.39586699999998
334,Auvergne-Rhône-Alpes,2016-11-30,777.391952,74.502094
335,Auvergne-Rhône-Alpes,2016-12-01,595.138325,60.969024999999995
336,Auvergne-Rhône-Alpes,2016-12-02,2468.581162,268.567482
337,Auvergne-Rhône-Alpes,2016-12-03,640.36478,71.854806
338,Auvergne-Rhône-Alpes,2016-12-04,228.802795,24.296775
339,Auvergne-Rhône-Alpes,2016-12-05,2147.457758,241.808551
340,Auvergne-Rhône-Alpes,2016-12-06,961.312576,105.817981
341,Auvergne-Rhône-Alpes,2016-12-07,1141.358504,127.102069
342,Auvergne-Rhône-Alpes,2016-12-08,960.403424,108.995468
343,Auvergne-Rhône-Alpes,2016-12-09,913.802183,107.634606
344,Auvergne-Rhône-Alpes,2016-12-10,503.648961,55.977865
345,Auvergne-Rhône-Alpes,2016-12-11,320.517362,34.498518
346,Auvergne-Rhône-Alpes,2016-12-12,638.1836000000001,74.837425
347,Auvergne-Rhône-Alpes,2016-12-13,1462.108998,158.488824
348,Auvergne-Rhône-Alpes,2016-12-14,870.972073,101.127863
349,Auvergne-Rhône-Alpes,2016-12-15,641.709477,74.20037599999999
350,Auvergne-Rhône-Alpes,2016-12-16,1554.1966479999999,173.656851
351,Auvergne-Rhône-Alpes,2016-12-17,686.5341179999999,74.97819899999999
352,Auvergne-Rhône-Alpes,2016-12-18,1235.535093,131.202585
353,Auvergne-Rhône-Alpes,2016-12-19,1687.529909,196.290437
